,Rosh_Pina,MazkeretBatia,Elyachin,Yavniel,Kfar_Tavor,Atlit,Mitzpe_ramon,Ramat_Ishay,Givat_Ada,Pardesiya,Tsur_Moshe,BeitDagan,AbuGosh,Boeniyaa,Gulis,GashGushhlb,Daburiya,DirHina,Horpish,Kvakbavelig,Kfaryasif,KfarKama,Eilot,KfatMetzer,Mizra,Miilia,Mashad,EinNekuba,Sagur,Sulam,Uzeir,Ilaboun,Pasuta,Pkiin,Shaab,Rama,Yadbinyamin,Savion,Galgulia,KfarBara,Mukbelya,Avtin,Sheykdanon,Omer,KfarHabad,Tifrah,Shlomi,Yeruham,Shabli_um_El_Ganam,Rehasim,Bosmat_Tivon,Tuba_Zangriya,Zarzir,Caabia,Biral,lakia,Bne_aish,Merkaz_Shapira,Tzur_Hadasa,Kiryat_yaarim,Keysaria,KokhavYair,Salma,Ktzir_harish,Kfar_Vradim,Meitar,Lehavim,Gan_Ner,Nofit,SegevShalom,Zemer,GivatAvni,YanuchGat,KasraSamia,Lapid,Matan,BetHefer,Basma,Nof_Ayalon,Shimshit,Hatzor_Haglilit,Kdumim,Elkana,BeitEl,AlonShvot,KiryatArba,Ofra,KfarAdumim,KarneyShomron,Shilo,Efrata,BeitArie,Emanuel,Shaaretikva,AlfeMenashe,Oranit,GevaBenyamin,Ali,HarAdar,Hashmonaim,KokhavYaakov,Talmon,KfarOranim,Bukaata,Katzrin,MagdElShams,Masaade,Agar,Ofakim,Ashdod,TelMond,GanYavne,KfarYona,EvenYehuda,Kadima-Tzoran,GaneTikva,YokneamElit,Netivot,KiryatEkron,AbiSnan,Aksal,BeitJan,Magar,IrCarmel,Toraan,Iafia,Yarka,Kabul,KfarKana,Kfarmanda,Shagur,Nahaf,Aablin,Aaraba,EinMahel,Foradies,GaserZarka,Reina,Azor,KfarKasem,Araara,Kalanswa,KfarKara,GivatShmuel,MigdalHaemek,MevaserTzion,OrAkiva,Shderot,KiryatMalakhi,TelSheva,Kseifa,NatzratIlit,MaalotTarshiha,Karmiel,Rahat,Araara_beNegev,Modiin_Macabim_Reut,Gadyda_Makar,Hura,Shoam,Elad,MaaleIron,TiratKarmel,Dimona,KiryatTivon,OrYehuda,Nesher,BeerYaakov,Gadera,Arad,Eilat,BeitShemesh,KiryatOno,KiryatGat,RoshHaAin,RamatHasharon,Yavne,UmElPaham,TiratKarmel,Taybe,KiryatShmona,Jerusalem,Ariel,MaaleAdumim,GivatZeev,BeitarIlit,ModiinIlit,Haifa,Tel-Aviv-Yafo,BakaGat,BneiBrak,BatYam,Givatayim,Hertzelia,Hadera,Holon,Tveria,KiryatAta,KfarSaba,Lod,Ashkelon,NesTziona,Nazareth,Netania,Sakhnin,Akko,Afula,PardesHana-Karkur,PetahTikva,Tzfat,KiryatMotzkin,RishonLeTzion,Rehovot,Ramla,RamatGan,Raanana,Shfaram,Tamra,BeerSheva,Neharia,BeitShean,ZikronYaakov,Yahud,KiryatByalik,KiryatYam,HodHasharon,Binyamina-GivatAda
Olim10,3.4,7.1,24.9,2.3,3.6,3.3,6.6,31.9,19.5,2.7,4.2,5.5,8.8,8.5,3.1,4.1,8.6,5,22.9,15.3,3.1,3.3,12.8,0.2,0.1,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0,0,0.5,0.1,0,0,0,0,10,11.9,5.6,0,0,0.1,0,0.1,0,0,0,0,3.7,7.2,4.8,2.4,17.1,17.7,25.9,0.1,3.3,0,0,0.1,0,0,9.6,35.4,30.7,18.4,0,0,0,41.2,33.3,51.7,4.7,9.2,16.1,36.3,0,12,0,9.7,7.4,0,20.1,4.3,3.6,3.9,4.5,2.7,0,0,0,3,0,0,0,3.5,3.2,4.5,4.3,4.7,0,0,8,3.3,10.1,17.5,18.9,5.6,14.5,28.1,14,9,37.9,19.3,20.9,6.5,27.2,6,4.3,11.8,0,0.1,0,16.1,8.5,8.4,3.4,40.9,8,15.4,18.7,15.6,11,7.4,14.9,8,19.4,4.1,3.8,4.1,6.8,5.9,3.2,10.1,12.9,4.9,27.1,15.6,5.4,3.2,2.3,5.8,23.1,0,31.8,0,0,0,12.8,0,5.5,33,7,10.7,26.2,17,13.6,18.6,13,23.9,31.3,6.8,0,26.1,0,18.3,25.2,15.2,19.3,15.2,22.1,18.2,17.8,21.1,10.9,15.5,0.1,0,28,19.2,5.9,8.9,6.1,20.6,33.9,6.5,6
mx0509f_standart,4.094258428,5.660954449,5.552809191,2.837359627,2.569342496,3.560339391,4.984425922,4.798381464,5.33998021,4.697831956,6.75497259,4.533126447,4.004548242,5.504894266,7.251613233,3.805832423,4.623449337,4.645584251,4.675070981,5.219350279,6.741185766,4.13977263,5.474753695,6.16394652,5.390259716,7.228862888,4.814312551,6.554959458,6.069724704,6.052277604,3.756265734,5.196018698,4.066364817,5.413113636,4.588866655,5.64480713,5.055046697,4.402376462,5.717079821,6.21204653,5.177189225,10.31967916,5.122540328,6.783112608,7.891341897,8.245944725,5.801387979,5.114023573,4.065991075,4.034665761,8.559186152,7.336451794,7.530293521,8.410080263,9.471754996,6.849729536,4.303690601,5.171140678,6.061614671,7.012448138,4.181473235,6.437600885,5.110153605,8.716537794,5.047176852,5.171347212,5.300585095,5.277247099,3.477844351,7.920593929,4.622968937,5.899457007,7.096971324,6.649119838,5.919819815,4.566989199,7.500937187,6.937710448,4.57089894,3.758814893,4.709133576,4.145371509,6.046298943,5.114541931,5.376213381,7.218029384,5.312487602,6.740245831,2.912323012,3.59200048,4.488789606,5.982947951,4.174869475,6.34492312,5.869984537,5.790118865,5.829708852,5.659075438,6.192504097,5.579847006,4.681259976,4.798482922,2.496648271,4.594736626,2.056832204,4.808225315,6.663651248,4.789592434,7.327598247,3.618170173,4.106038609,42.41847219,4.193860526,3.456437521,4.240257703,3.456363491,6.328582368,6.334794695,3.131677953,4.339654242,7.916462964,3.727569318,5.374573451,5.685599871,3.316969864,2.728975503,3.887341469,3.200244449,4.8340841,5.084097698,8.047458191,8.147276754,3.89305447,5.137707267,4.780351722,6.294135124,6.009095111,4.050069503,5.121594445,5.232934921,4.224183141,2.522761269,4.99350761,4.103465183,4.066978377,3.887264063,5.106989746,4.692042594,3.737197631,5.327790859,7.611308048,5.230160334,6.841383702,5.102137903,4.588584077,6.071174769,4.715525153,4.316743867,2.531096352,2.761565128,5.568987266,3.744671305,2.53998363,3.782751349,3.852412535,6.790792452,4.587936687,5.058938879,4.220898508,6.11669785,3.327358283,5.243560359,4.689842202,1.178646813,2.577041876,0.484222004,4.181545858,3.479826298,4.579900486,0.242712488,0,2.034213082,4.89797644,6.298064213,4.768170729,6.119261236,6.608169545,4.210360639,5.195753273,7.224272639,4.763817622,4.968931149,4.790358446,4.409269931,5.146608821,4.558398231,5.077937626,5.212139591,4.530709386,5.193167355,4.898779497,4.799681375,5.220940525,4.501436305,5.806806896,5.583747408,4.565691075,4.622009365,4.555969827,4.634990791,4.842806538,4.42984557,4.619456456,5.705919234,4.249944222,3.697829852,5.598163848,6.978963618,5.038137125,4.842287377,5.711300803,3.966279544,4.344178514,5.220187759,5.304498585,3.452303189,4.230200039
Sahar09m_ave,10002,13036,5894,8114,6337,12427,10515,7999,6656,12644,12060,15800,11379,10557,12582,14128,13165,13189,10663,5637,17189,9868,7220,5413,5333,5552,6087,5181,4634,6785,6637,5410,4938,8284.502222,6407,4762,5008,5987,5104,6026,5096,6819,4368,4010,4841,5536,8284.502222,5179,7462,4640,6528,4665,5013,5248,4374,5091,6205,4801,4506,6018,6477,5200,4583,4398,4932,5787,8794,11546,20251,4499,6090,5228,5474,5479,5611,4517,6171,5496,17428,12967,5965,4788,7103,7412,6457,5460,5522,5408,4783,4910,5036,4963,11999,6290,6299,5478,4791,4986,4954,6418,7002,6906,10663,12552,5796,8067,4626,17990,5408,14796,16313,4835,9857,15131,15529,17670,9943,17909,4462,5943,4802,12014,6683,6534,5283,16739,6151,16380,15026,13549,4977,4740,14814,19466,5975,6368,8884,13180,7544,9179,9635,11004,7936,6868,7097,13469,5919,9740,14664,9053,4870,5531,5289,6801,6618,8432,12601,7715,7041,10291,5447,8415,8585,11353,8175,5970,10672,10653,4573,10444,8551,11663,12643,7214,5981,16086,12304,5286,4705,9410,19305,4478,9800,4688,5946,4065,4132,6055,10249,5939,5734,6462,12309,11801,7942,8391,5725,8174,11647,6737,7077,12581,5374,7855,5082,6146,6809,9336,9434,5741,9301,9855,10200,6260,10554,13494,5686,4597,7753,8993,6342,15295,11268,8928,7022,14274,14112
Rgsa_3336ws,7.2,5.4,6.1,9.1,6.1,8,6.4,6.5,8.8,8.5,0,5.6,7.2,6,7.3,8,4.8,4.8,6.2,6,3.4,4,8.1,4.9,6.2,6.5,6.8,6,5.9,6,6.9,5.5,5.6,5.3,5.9,6.3,6.6,4.1,5.7,8.5,6.5,6,7.6,7.1,8.9,7.4,6,5.9,7.8,7.7,7.6,6.5,5.4,6,5.9,6.8,4.4,4.9,5.1,5.2,6,8.6,5.4,6.9,6.9,5.5,7.1,3.9,9.6,7.6,11.2,6.2,3.6,5.1,7.3,7.5,5.5,12.3,6.5,6.4,5,4.2,5.8,7.1,7.9,6,4.8,4.6,7.5,6.5,6.3,6,6.4,8.2,7.5,5.8,7.9,7.3,6.6,7.6,7.3,6.8,6.8,8.6,3.7,8.2,7.6,6,7.8,7.2,5.4,10.9,6.1,9.6,9.3,6.9,5,7.5,8.6,7,6.2,9.9,5.9,4.3,9.7,5.9,4.7,11.6,6.5,10,6.2,5.8,2.7,4.7,9.9,7.3,7.2,6.8,7.1,6.5,7.4,7,6.6,7.6,4.3,7.2,6.6,7.5,7.9,8.4,5.8,6.2,7.6,10.4,5.6,4.7,4.1,6.2,4.6,2.1,4.1,6.8,3.8,4.7,6,5.2,4.3,5.5,5.5,5.8,7.2,6.7,7.9,5.1,5.5,6.1,2.8,3.6,4.2,4.9,6.1,4.3,6.7,6.1,6.7,8.2,9.7,5,7.9,6.5,5.1,8.5,7.5,7.5,7.1,7.5,5.2,7.5,7.4,7.5,7.6,7.7,7.1,6.6,6,5.8,8,8.3,7,7.6,6.1,7.3,6.4,6.8,8,7.4,7.6,6.3,8.1,8,6.2,6.3,8.5,8.2,6.9,6.8,7.9
Rwht_2500_up,13.63083393,11.33728038,8.978989463,16.24752728,11.93152052,15.12616795,11.9322911,8.053045285,12.88543151,16.37102213,14.9015295,8.814479175,10.46224906,7.222067918,10.32212198,12.94425404,9.503138221,8.805417843,8.508069026,8.904541865,7.029620776,7.265271665,14.22302854,16.80357501,9.875007862,8.123608143,8.966542274,8.45781126,9.9190149,11.74885733,12.3738721,7.918627042,9.736282443,8.200763334,5.680283431,8.650229566,10.15155646,6.479758743,9.8555923,11.57252489,9.384873304,9.461754765,8.480445026,8.086054538,13.80783018,10.19547429,8.621590649,11.61385828,11.42660928,8.507427281,8.688193917,8.556357782,7.062294543,10.81415801,13.18014942,11.03879333,9.093652897,7.605346915,7.972392486,13.47345233,6.041875322,10.07910957,10.00489638,8.763511667,8.014023335,7.449921404,11.89809933,7.232819689,14.53428091,9.673853085,10.96713323,9.598223384,10.2423717,8.022460485,10.79603651,6.018364463,9.035809242,11.20554273,8.73300179,9.967368354,8.575205189,4.278330097,8.884829842,11.45486593,10.67898138,7.694949928,7.586425906,10.68678646,9.535332231,8.160665029,12.70615795,9.841931488,10.52832922,8.93027257,10.52717892,10.08752309,11.06731626,11.51575053,9.257441021,8.813995516,10.34101065,13.09722008,6.480571572,12.32210821,7.363588328,10.8605102,9.850444471,9.946869931,10.38235445,8.843372274,8.693100268,13.77890245,9.641158705,10.11872132,9.959069088,10.58208631,11.19963028,11.15492387,12.73553134,10.27352592,8.835307986,15.62300783,9.492265565,7.534315742,13.05553365,7.98037693,6.920941888,16.29986798,6.979516488,11.04941335,9.140654896,8.988101429,11.93648895,8.43680928,10.81888629,11.84414557,11.10717981,11.38663915,9.766844779,10.3087778,13.14796556,11.0701708,10.71677638,10.43516884,6.161554601,10.33636286,9.387348223,11.60290674,11.45002604,11.45699771,8.039676071,10.02769788,9.328604002,11.00323822,7.487856698,8.596549038,8.380893624,10.13906377,6.723198868,7.97280309,8.676193629,10.50046153,9.491293115,7.491466256,11.40021306,10.41805608,6.4956599,9.758575343,11.79469721,7.965649354,10.8697141,10.39891329,10.05635523,9.07460702,10.36363759,10.7677515,10.32909107,8.148155412,6.263626192,7.351949938,5.909275959,5.894635526,8.998901245,6.301641027,9.761203245,9.090662969,12.1184696,7.057471484,10.75612615,8.414206463,6.625497956,10.25899332,9.875260366,10.47292444,11.3503812,10.01965477,9.592897924,10.10464902,10.02528329,8.655336904,9.330147318,9.433862914,7.638423803,8.188355846,8.39381406,9.078880239,10.08960455,10.68727402,9.514763976,8.529841575,9.072139565,9.302221689,9.44730689,10.37022112,11.31206493,10.02072831,9.114709831,7.564466925,10.17075383,9.894293842,10.25886263,9.181903083,12.07863146,10.70937739,10.92506191,9.421828229,10.16086136
Rishp_upM,163.1797377,142.8976794,139.1013262,178.3029216,171.6950498,146.8823681,149.4905253,139.2604758,131.185326,140.0204135,165.931447,235.7823088,153.6418267,162.1351003,217.5935735,150.901551,143.2815863,143.8721009,132.8323444,152.5579497,159.3291624,172.8877321,188.5391973,154.8460293,177.2816523,182.5022698,171.8139517,201.6120775,229.7429453,158.631705,212.118178,174.643574,215.9017991,172.0898917,205.9125849,173.4738233,176.6580316,249.3315737,211.9747995,183.6767689,226.8471916,145.152402,191.5721773,179.9007723,180.46257,175.1695359,213.0577784,218.2837493,216.4590988,240.8369111,167.4469999,220.2697254,256.6922412,190.170022,188.3886937,189.5011205,196.4714225,220.0303477,180.810611,162.5832403,172.9632755,215.055927,228.8982326,260.0906018,176.5466609,212.6877713,167.4671465,297.1332044,136.3590763,224.4875465,239.1529046,202.3474616,172.5100113,176.7924415,236.9286602,314.0215738,217.9390642,217.155431,160.7971597,138.0908496,130.4290417,141.7706365,209.7196147,145.3210565,164.7252605,166.0848599,145.5952774,197.726639,237.6840842,157.8063721,183.0775557,197.1742166,123.6397851,195.3293246,182.0802128,170.9165962,228.568308,233.4036359,152.5891368,155.2372754,160.9173539,148.2556612,126.3396707,95.72095888,61.28433871,152.0203131,200.9571119,121.7155748,152.3837952,123.0068115,113.0582282,3472.388125,111.4581556,115.7821139,130.0324508,127.651665,152.5937209,170.1050347,205.680665,181.2921667,220.1509524,152.0246368,172.4691869,194.2361072,144.4001115,110.6396603,148.1260642,104.5404878,103.4085439,176.298301,218.4348618,174.340103,180.8199697,107.2098639,229.0896974,179.8653528,172.1273067,137.7777539,177.5960933,167.4081676,142.3455545,156.6339032,168.1366052,157.6508942,110.1588098,143.0601193,154.3520426,143.2918472,127.3339778,160.7948494,192.351263,214.8467267,228.647938,186.2715307,143.3822126,110.5908043,131.664513,124.9098407,81.60882565,90.96825917,144.3559611,126.9214937,106.552727,114.4160114,137.0565865,77.12121003,82.22107684,136.567149,92.36789063,100.2386458,119.1281148,148.3876407,144.7543952,130.7999033,94.01899365,103.1917489,308.7616562,134.8637435,89.22184681,107.7863766,81.26449598,67.06103479,156.8792409,153.2853691,164.1939556,197.5419897,158.7016788,166.5448991,160.5592636,204.4316685,137.7794025,173.6004033,133.6013816,140.8030634,169.8361,160.8420745,189.0288679,164.4556689,157.6702123,177.0190902,187.0895056,150.3245427,223.3026881,171.8021099,193.5794821,206.057438,160.9519102,155.6258638,154.6194704,207.3827813,160.1121964,146.4130656,147.5490478,182.0360901,141.7310983,130.3137961,176.393153,182.2621039,164.7098252,189.6229882,163.4739523,128.7305081,144.6519644,155.989186,163.851298,147.2468356,153.9456843
Rishp_upF,151.2324152,135.3411316,126.795719,155.1717106,144.3050125,115.3848762,143.8983704,131.6446132,118.646392,141.8176222,151.4538825,179.8668169,143.287342,161.9308232,168.6401591,142.6113561,133.5483121,139.7764868,143.9601751,141.9854191,141.0941401,154.0072604,165.9334641,140.6794997,172.3825035,170.1552952,143.4720062,168.1990878,160.8754975,142.4548971,187.8798102,150.2338495,190.0744276,161.6728044,170.5246827,163.3949668,163.3086312,222.2208996,170.1995762,197.7346229,211.4876386,121.8032815,178.122732,161.1766412,180.1485231,154.8096853,212.5982731,215.322353,211.7175915,187.2354304,206.0610976,213.89705,211.4941843,127.9804932,178.1557307,171.5141168,179.7321733,191.0157114,179.2970667,210.6126709,162.8426014,175.4041222,233.8615815,275.3398946,154.2695703,185.0907614,174.5992518,297.2728203,126.4743644,206.8302392,194.7758847,173.8894641,154.6605119,149.4482663,198.1982564,215.471695,183.1622118,258.4714274,156.9189501,127.7969172,135.8238867,169.0953662,223.3561545,152.9616464,154.0353362,164.5661265,147.2437709,176.4692342,214.4436876,138.3181697,160.837506,175.151839,128.8890735,180.6564364,167.1400428,164.135743,189.0494994,173.1616188,155.4335427,141.1544868,175.8971144,127.1327385,121.7782327,113.8115495,69.31614945,154.8661793,202.3149232,116.909446,133.0826214,126.6233393,104.4957862,578.9616781,99.10120113,115.4824087,135.2888006,127.909844,123.8162557,151.9890362,162.939345,153.6047448,250.2312301,111.3293054,174.0243177,177.9001036,150.2545863,116.8277277,170.2303959,134.4845229,137.0735713,128.2183802,181.0959065,153.6531113,156.6415472,126.3243199,217.960491,178.0120933,157.5561662,121.5666379,173.0995051,152.8959846,130.8110172,151.1332669,149.6471378,142.5526252,116.6756147,135.5716392,135.5420896,131.8452105,124.533185,155.4268867,168.2516166,163.1373693,195.5365778,180.1614452,139.903261,133.1498253,135.1954954,116.8448367,94.75310759,103.3304576,116.2114559,123.2779829,78.03077081,107.0358,131.4300345,101.1641241,96.00418528,121.4805874,126.3018351,119.4764876,117.8835688,136.2097704,126.2526387,113.0026144,114.3266976,94.15148037,166.042726,109.9901509,117.3853403,85.27876832,92.86487615,93.43310245,151.7722248,166.5360646,153.5862004,183.3603094,166.5506895,166.1156161,148.7999167,170.4450949,140.5697826,160.7640013,126.0201467,132.2283035,151.6845831,154.8072699,170.1252389,158.9972477,140.2951291,154.7353587,179.6175936,141.020764,196.7275833,154.5432469,189.9192887,207.4882107,142.4593754,141.0858762,141.7812882,198.4713857,145.3150673,133.9207716,137.4951281,172.3433557,132.0285695,118.4617078,152.5468995,158.6437017,150.8733435,200.3800838,146.8572559,119.0803867,133.8348797,154.3415249,152.9780085,138.6309741,134.7718386
p0509m_35_44,11.37034843,14.52408287,11.47361825,14.9501129,9.601334132,12.21635503,11.22379382,12.11738569,11.63009126,10.80709382,11.5867787,17.72258585,15.39553882,14.15418763,9.841778829,12.29290853,17.86992525,12.73852924,17.28752585,10.87417555,21.96445844,15.09256682,12.35960213,13.5633461,12.57026567,12.32964334,12.18492867,12.37195672,11.49448859,14.10501118,14.57147603,14.25653394,13.34987053,13.81454372,12.59176873,12.3698889,13.62271484,12.61652921,14.27109923,13.36071195,13.28096719,12.60667458,11.80169263,10.40396926,11.60243351,12.10079703,12.42775065,11.21556489,14.22699685,10.38569434,11.10515147,11.58431485,11.68026377,10.54999588,10.50276148,13.56632211,12.64243249,12.16233626,12.89424877,12.78111171,13.31554475,12.09408552,13.96913152,10.29583024,13.99857828,12.70579836,12.56028048,7.338057064,8.614628072,11.88555264,12.82009426,12.41264693,12.01941894,13.21462981,11.37020246,11.65784242,13.25607387,12.64969538,7.642868854,13.51654074,5.857333973,6.502431292,12.85730982,12.1062699,11.31315455,13.32924141,9.344667296,13.41243075,11.52801554,11.63832478,11.47661206,11.43340012,10.30104741,12.49706769,11.80219699,9.758901648,6.398076033,6.684175426,8.537658712,11.77195845,12.8609083,13.80109722,4.795566741,17.28696238,9.057383103,11.44741876,7.494849513,10.72507142,6.357764742,18.20819381,14.25326946,9.504619655,18.75227456,13.5140355,13.0000981,13.30621641,17.98645949,15.99113925,7.898839815,12.21460575,13.94302074,14.59492007,11.96420181,11.25935029,7.724598806,18.17775141,8.891139428,20.24210552,22.38620957,23.64076947,10.02370908,12.7387206,10.53203883,26.93549453,9.778636884,11.40360239,12.04305474,11.25196899,12.46613327,14.91905751,10.85592426,15.2685752,11.74941921,11.94211078,10.51404951,14.29273196,10.66485344,14.62368102,11.45076758,10.86423724,12.82421372,12.44642613,12.94432159,11.46850414,10.02907682,7.91926283,7.196057242,12.63865924,6.514986556,6.965098107,6.369046183,13.24754957,11.8840168,15.91332528,7.409119477,5.744621115,9.241160773,16.51467358,7.861666006,14.12809623,9.627612489,12.99585552,13.45530025,12.79234752,8.027793274,14.45297956,10.52690513,8.364961183,8.372227769,14.48944121,28.44792887,6.749426811,11.6265457,13.42825123,11.25485657,15.07481734,13.16964413,9.184507461,14.58127344,12.80439781,7.909833327,11.57026216,15.82124806,11.51274658,11.66939748,11.85288906,11.18091651,11.44369413,11.73445078,12.0872292,11.69319136,14.21358232,12.40413902,11.00093046,13.84090514,11.14638895,10.43949652,12.90497398,12.70136142,9.707887428,11.88019544,12.30594012,11.48636552,12.2953292,14.18298148,11.89311861,14.05396752,12.91756199,12.28883058,12.37446068,11.60104679,13.61887984,12.63701215,10.82880416,9.724223107,14.77176714,17.49855443
Rwht_1500s,0,0.8,1.1,0,0,0,0,0.9,0.8,2,0,0.7,1,0.8,0,1.5,1.5,0.5,1.3,1.1,0,0,2,2,1.4,0.5,1.1,0.7,1.5,0,2.2,1,0.9,1.1,0,1.3,1.4,0.8,1.6,0,0.8,0,0.9,1.3,1.3,2.2,0.9,0,0,1.3,0,1.1,0,1.8,2,1.7,1.2,1.2,1.1,2.1,0,0.7,1.9,0.9,0.6,0,1.2,0,0,0.9,0,1.4,3,0.8,1.2,0,1.5,0,0,1,0,0,0,1.1,1.3,0,0.7,1.8,1.6,0,2.5,1.3,1.1,0.9,1.1,0.9,1.2,1.3,0.9,0.7,0.8,2.8,0,0,-,1.3,1.2,0,1.5,0.8,0,0,0,0,0,-,0,0,2.5,1,1.6,-,0,0.5,1.6,0.9,0.8,0,1.9,0,1.1,0.9,2.5,-,0,0.7,0.7,0.7,0.9,0.9,1.5,1.4,1.4,1,0.6,1.4,0.9,1.1,1.2,1.1,0.9,1.6,1.5,0.8,0.9,0,0,1.2,0.8,0,1.1,1.1,0,-,0,1.9,0,0,1.4,0,1.3,0,0,0,1.2,-,2.1,1.5,0.9,0,-,0.6,1.1,0,1.3,0.6,0,0,1.3,1.5,0.8,1.3,1.2,1,1.6,1.4,1.1,1.4,0.9,0.9,1,0.8,1.2,1.1,1,1.6,1.4,0.9,1.1,1,1.1,1,1,1.4,1.4,0.8,1.2,1.2,1.3,1,0.9,1,1.1,1.1,1.2,1,1.4
Rnehut09,4.275518611,2.785237903,6.621398616,3.668031349,6.626570385,3.235372645,4.415358153,4.15943806,5.412431309,2.984214158,4.473646077,3.763909617,2.722345019,3.227194011,2.253091216,2.816859847,2.822896694,3.308760398,4.027335229,5.35017354,1.484154684,4.018247853,4.75579232,6.552299841,5.469587239,5.072550831,4.870452293,6.928007809,6.135787912,4.544290218,4.647051909,4.818026979,6.037325549,4.473646077,4.427109296,4.448473341,4.74273619,5.245176958,4.652743884,4.125332157,7.3695844,6.24708079,4.476455972,5.084509829,5.515581601,4.481866829,4.473646077,4.722004179,3.777085843,5.298740256,4.360732122,5.951042879,5.316496649,11.65352109,5.634473813,5.19965013,6.703131902,5.172826815,5.227286056,3.758765671,3.806731243,4.826478367,5.768307273,7.926665426,4.154649416,6.278042324,4.427610593,1.050215095,2.95061179,6.061969344,5.959368572,6.176397406,5.946818824,4.223903676,7.22864341,4.932121098,4.698191389,6.376536281,2.924660759,2.690186831,3.40796959,4.473646077,5.269270194,7.737921207,10.06913302,5.387799976,3.519678774,4.978720035,6.629497009,4.529369607,5.118320416,6.148460719,2.609831305,6.691434613,6.565084684,6.470977579,3.790369325,2.207137364,2.631028046,7.275297993,4.811155087,4.016272433,2.598611596,1.037794469,3.127462779,4.979469763,4.037180992,1.48039466,2.439645104,1.465840879,1.748326865,7.474686991,3.421749097,1.523502694,2.060452106,1.460263486,2.459111896,1.132914185,2.281912886,4.04017105,5.65584142,2.710824623,4.924969821,5.829178472,2.709418326,1.314969127,2.438565811,4.473646077,0.704712187,1.922272868,4.111567244,4.811474322,4.473646077,0.821544384,7.90893462,9.145558605,7.606963436,3.240380809,6.989065142,3.854101022,4.191646142,2.681519835,6.714821718,3.587597401,4.550245851,3.383317282,6.439563725,3.599999683,2.869966817,4.454344033,5.852337378,6.396148995,5.868376183,7.538059503,3.747324484,2.01513705,1.057080261,3.267314842,1.341652148,1.595319193,4.010693654,2.578117761,1.692415032,1.005340154,2.899086676,2.435065519,1.991504099,1.793463853,6.614199939,1.462225803,2.82133055,2.429721721,2.320418881,2.559937157,1.280492602,1.353796723,2.218811757,2.358764249,2.396565391,4.473646077,4.473646077,1.545203694,5.447220672,4.274422612,6.010314856,5.398608981,4.846313603,3.164457461,4.83548668,4.946456817,5.127678894,7.447463304,2.987009496,3.562287458,5.594096668,5.511573154,9.573002605,6.847683654,4.012054566,6.528979088,6.303669045,3.112139825,6.080897424,6.032182278,4.617278216,7.285546922,9.122838666,5.124623215,4.531140318,9.052499449,5.957708953,3.781755113,4.145594321,7.192949693,3.768811846,3.195384171,4.980332222,5.702563687,6.729891655,5.158998456,8.407025503,2.699565438,3.808513292,6.364301867,8.091971984,3.308325186,2.993151151
