City,p0509_0_4,Rwht_2500s,per04,p0509f_55_64,Ptot0509,p0509f_35_44,mx0509_standart,Rishp_adjM,dress_wash_oneself_5s,Rabort_up,RliveBirth0509,Ravtaha09,MaazanHagiraPnimit10,p0509m_15_24,mx0509m_sdirect_dn,p0509f_15_24,tluim09,Sahar09_halfave,Rnayadut09,AhuzGidulShnati10,Leumit09,madad08,p0509f_0_4,p0509f_5_14,p0509m_75p,Rishp_dn,Arabs10,p0509_5_14,p0509m_25_34,mx0509f_sdirect_up,p0509f_75p,p0509m_45_54,RPiryon0509_tot,hear_5s,see_5s,Rwht_2500_dn,eshkol08,p0509m_55_64,Klalit09,Jews10,Jewso10,Rabort_dn,Seud09,Ptot0509f,Rptirot0509s,Rishp_adjF,Sahar09_Min,Ptot0509m,Rgsa_37pws,Rgsa_32ws,Ravtala09,mx0509m_sdirect_up,Rseud09,p0509f_65_74,mx0509f_sdirect_dn,Olim10,mx0509f_standart,Sahar09m_ave,Rgsa_3336ws,Rwht_2500_up,Rishp_upM,Rishp_upF,p0509m_35_44,Rwht_1500s,Rnehut09,Rishp_dnM,Rishp_dnF,mx0509m_standart,Rishp_adj,p0509m_0_4,p0509_65_74,walk_5s,Madadgini,p0509m_5_14,p0509_35_44,p0509_25_34,Nayadut09,remember_5s,Rfdegree09,Sahar09f_ave,Rhinmey09s,mx0509_sdirect_dn,p0509f_45_54,nehut09,Ledot0509_AVE,mx0509_sdirect_up,uc2010,p0509_75p,ptirot0509_ave,Meuhedet09,Rtluim09,Rabort0509_15_49,p0509m_65_74,L0509_memuza,ribuitivishnati10,Rishp_up,p0509_15_24,Rptirt0509,p0509_45_54,Rnoshrim0709,PtirTinok0509_ave,p0509f_25_34,p0509_55_64,Maccabi09,shem_mahoz_?????????????????,shem_mahoz_????,shem_mahoz_????,shem_mahoz_???????,shem_mahoz_????,shem_mahoz_????,shem_mahoz_??-????,shem_nafa_?????????????????,shem_nafa_??????,shem_nafa_??????,shem_nafa_????,shem_nafa_?????,shem_nafa_????,shem_nafa_????,shem_nafa_??????,shem_nafa_???????,shem_nafa_????,shem_nafa_???,shem_nafa_????????,shem_nafa_???,shem_nafa_??????,shem_nafa_????,shem_nafa_??????
lakia,11.57346023,9.4,3,5.044713963,11.03152993,13.00851385,8.460709484,182.3048275,0.9,6.182550925,23.75263635,3.57627573,-1,17.80938194,8.383575452,17.51025445,55,57.7,0.349171592,2,3.2,-0.833844368,11.56963317,23.74079325,0.984958794,168.5697827,98.6,24.11302975,15.69135343,8.431936335,1.255689646,8.598154297,2.795020973,0.7,0.4,7.837961741,3,5.075640852,76.6,1.3,1.4,3.867050832,68,5.517517621,2.653703704,165.2176213,50.4,5.514012311,91.5,1.8,1.728977699,12.3967701,14.5735073,2.727181413,5.267522736,0,6.849729536,5091,6.8,11.03879333,189.5011205,171.5141168,13.56632211,1.7,5.19965013,175.1085345,158.9211258,10.39017277,173.3072363,11.57728972,2.46937063,1.9,0.3355,24.4855029,13.28732936,16.01745499,40,0.9,10.5,3533,7.65,7.207153224,8.799870894,337,107.6962963,9.714265743,11.6,1.120367233,12.94259259,11.1,0.848607588,5,2.211395954,256.4,221,178.0446899,17.65977067,1.528703704,8.699044644,5.6,0.531481481,16.34334937,5.060172494,9.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bne_aish,9.644422176,6.7,2,6.195788244,4.588219347,13.03117197,5.151952449,186.9001911,4.3,17.16266296,18.78724479,2.387531535,13,19.05146517,4.097450842,16.79069483,29,52.3,0.45586763,1.7,16.8,-0.413236481,9.658785036,20.85062675,1.56412019,172.932158,99.1,20.70003625,16.10937659,5.870074152,2.490366006,10.59783731,2.475003097,2.8,-,4.363423669,4,6.429354637,66.1,0.8,0.9,11.09069151,89,2.215981959,2.9,171.0469842,48.8,2.372237387,92.6,3,1.168972741,7.917723367,29.42519842,3.716676353,2.737307049,0.1,4.303690601,6205,4.4,9.093652897,196.4714225,179.7321733,12.64243249,1.2,6.703131902,177.3289597,162.3617952,6.007587104,179.3644483,9.631005375,3.560723676,9,0.3932,20.5593649,12.83018282,16.20198527,22,5.4,12.4,4029,9.7,3.91830656,10.96476673,195,86.2,6.385598339,4.9,2.011471082,13.4,11.4,0.996876026,14.1,3.415043348,86.2,67,185.7967386,17.95957616,0,10.77505398,4.4,0,16.30112407,6.316548584,5.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Merkaz_Shapira,14.25079056,6.7,2,3.784668792,20.24750437,12.01293661,6.430261299,213.8653265,1.9,7.197509382,23.75263635,4.021546857,6,18.25551514,6.57535992,17.81854387,80,49.7,0.354470239,2.4,30.6,-1.140738411,14.35318556,25.98045367,0.955067274,194.8412112,98.8,25.98970118,16.02536034,6.165001919,1.282203553,6.800328844,3.637307719,1.6,0.3,5.737708135,2,3.669855377,51.7,1,1.2,5.239334932,176,10.01842043,2.653703704,185.7806463,56.6,10.22908394,93.5,1.6,1.469619104,9.051546513,23.67804091,2.009942921,4.177279436,0.1,5.171140678,4801,4.9,7.605346915,220.0303477,191.0157114,12.16233626,1.2,5.172826815,207.7003054,180.5455811,7.813453217,198.8360211,14.15050434,1.995964611,4.4,0.3427,25.99875825,12.08841365,15.74801006,75,2.1,10.1,3422,7.65,5.644088287,7.293237258,556,107.6962963,7.21643431,21.4,1.116933582,12.94259259,17.6,0.744291628,6.2,1.982274179,548.6,491,202.830831,18.03930272,1.528703704,7.044218838,4.5,0.531481481,15.46482777,3.726664801,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tzur_Hadasa,12.49538957,6.6,3,3.938706654,10.87270647,13.33549669,6.832141956,172.8891519,1,7.545166303,23.75263635,3.025814072,9,18.78738755,5.849306997,18.15562223,37,42.5,0.286479357,2,0.2,-1.04832519,12.30766387,26.29688696,0.793368813,166.9299684,99.8,26.47645174,14.55647193,7.621635511,1.172180107,8.24191339,3.043922927,1.4,0.7,5.185502251,2,3.669335673,89.1,0.1,0.2,4.906332145,77,5.367843456,2.653703704,172.3317156,58.7,5.504863012,93.3,1.6,1.641866152,9.60681518,21.20743086,1.956398053,4.501593831,0,6.061614671,4506,5.1,7.972392486,180.810611,179.2970667,12.89424877,1.1,5.227286056,164.9676927,165.3663645,7.728061089,172.1280895,12.67844264,1.840397454,1.7,0.3267,26.65154704,13.11209239,14.77585392,32,0.6,12.3,2751,7.65,5.629594815,7.836209591,311,107.6962963,8.034689097,11.3,0.98038754,12.94259259,10,0.621895769,6.2,1.727284183,243.2,228,177.3262107,18.47548569,1.528703704,8.041617862,2.4,0.531481481,15.00083584,3.802323836,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kiryat_yaarim,8.059788097,9.7,1,7.336782757,2.909894109,13.16933842,6.96817869,153.0387802,3.9,14.09284405,16.28925254,2.637450487,6,16.62948467,4.744439932,17.26636094,27,57.5,0.450434529,1.1,13.4,-0.503897974,7.435035856,18.91912679,3.206867608,168.8818294,99.5,18.63984742,17.25217195,9.061342073,4.004165114,10.86288443,2.240161796,6.1,0.3,5.935830366,4,7.548438083,56.5,0.4,0.5,7.45206722,50,1.429924597,5.9,199.9257785,48.6,1.479969512,91.8,3,2.100220054,8.930279341,18.52269279,5.205344622,4.963554203,0,7.012448138,6018,5.2,13.47345233,162.5832403,210.6126709,12.78111171,2.1,3.758765671,143.4943201,189.238886,6.837359637,176.020017,8.663414448,4.941010739,9,0.3576,18.37001184,12.97188666,16.33827145,13,0.7,16.7,3787,2.4,5.495438546,11.27145951,65,47.4,8.440918833,2.9,3.598660324,17.2,17.5,1.561333433,10.8,4.685615261,47.4,31,183.1582046,16.94244624,0,11.0636586,0,0.8,15.39238599,7.444430465,12.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Keysaria,9.782933509,4.2,2,5.805218524,5.133412531,13.18909175,4.583118718,165.1091568,2,5.685598759,18.42828711,1.411429813,-19,17.94291458,3.484414476,17.50700101,29,67.7,0.447808943,0.8,32.8,-0.21253645,9.586664399,19.8538425,2.813600249,155.0613523,98.7,20.52567986,15.42282883,5.510989316,3.07078981,10.9034017,2.153799197,4,0.9,2.414784297,4,5.515731382,60.4,1.3,1.3,2.616753868,39,2.520080461,3.2,155.5010306,47.2,2.61333207,92.8,1.3,1.051441516,6.407199684,9.75198303,4.016302462,2.851957155,0.5,4.181473235,6477,6,6.041875322,172.9632755,162.8426014,13.31554475,0,3.806731243,157.2550381,148.1594599,4.94580708,160.4250631,9.972199142,3.468495185,3.5,0.379,21.17354403,13.2534668,16.62514854,24,2.2,14.6,3929,10.4,3.591121961,9.099131348,123,94.6,5.575115474,5.4,2.939859026,16.4,1,0.897522,4.2,2.940235332,94.6,82,165.7887738,17.72891712,0,10.01765437,3.8,0.4,17.8719582,5.657845597,5.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
KokhavYair,12.55449643,8.6,3,4.407558804,10.40701957,12.95154839,7.413606375,205.5110266,1.4,4.95066685,23.75263635,1.416086911,-36,18.98516045,6.527657075,19.40673845,60,55.5,0.408572153,2.2,6.1,-1.288816545,12.60772752,23.4338919,0.598830952,179.610847,99.7,23.68591472,16.7708357,8.170774962,0.686875531,8.656425203,3.162022287,0.6,0.5,7.046272693,2,4.049310172,81.1,0.3,0.3,2.85364197,95,5.134500027,2.653703704,167.6991905,54.2,5.272519546,90.2,1.3,1.751998183,10.3466788,22.54410031,2.6173625,4.704426809,0.1,6.437600885,5200,8.6,10.07910957,215.055927,175.4041222,12.09408552,0.7,4.826478367,195.9661261,159.9942589,8.437167938,185.6831505,12.50265878,2.512991648,1.5,0.33,23.9313403,12.51713105,16.11412627,45,0.7,7.7,3007,7.65,6.129264597,8.448532954,289,107.6962963,8.697948154,11.1,0.642269411,12.94259259,0.1,1.002037031,3.9,2.411352926,261.6,263,191.7554541,19.19315393,1.528703704,8.553857628,4.2,0.531481481,15.43976395,4.226058914,12.7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Salma,11.96714173,7.9,2,4.2786761,5.929109352,13.94068436,6.674203312,217.4765006,1.8,7.369205213,21.72333016,5.236889725,4,19.46995478,6.024735023,19.73978486,46,57.6,0.406144718,1.9,23.7,-1.269962329,11.90367097,24.24662686,0.943257439,212.7669215,99.7,25.13254144,15.25932722,6.909062542,1.253771493,6.801169424,2.672790731,2.1,0.5,5.833612941,2,3.382637462,63.4,0.2,0.3,4.044022156,44,2.931986958,2.6,223.4674557,57.6,2.997122395,91.4,3.2,1.551162285,10.92215212,20.10755733,2.142602755,3.311244669,0,5.110153605,4583,5.4,10.00489638,228.8982326,233.8615815,13.96913152,1.9,5.768307273,206.0547685,213.0733299,8.47344357,220.4153414,12.02923311,2.144363666,4.9,0.3233,25.99920274,13.9550642,15.58942983,24,2.5,10.7,3072,11,5.183435041,6.567316784,188,128.8,8.164971583,6,1.096808859,15.4,12.6,1.411394333,5.7,2.146086307,128.8,111,228.0637612,19.60338768,9.5,6.685527622,4.5,1.2,15.92686582,3.825734973,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ktzir_harish,15.45680886,7.5,3,2.831260796,11.54993789,10.63951044,9.151426105,248.2519721,1,9.32615262,23.75263635,1.281780725,-37,20.6083729,7.646506172,20.70962558,19,56.1,0.169418225,2.5,16.1,-1.689517911,15.00308554,26.72650218,0.439837879,247.9926802,99.8,26.87997202,16.062777,10.81948379,0.510791171,5.689516457,3.737463678,1.6,,6.285310848,1,2.843770144,83.6,0.1,0.2,6.474393142,61,5.789077472,2.653703704,263.680139,60.1,5.760860415,91.6,1.6,1.593818349,11.57413034,27.13617079,1.135107144,6.613591793,0,8.716537794,4398,6.9,8.763511667,260.0906018,275.3398946,10.29583024,0.9,7.926665426,236.4133425,252.0203834,9.610318254,256.301369,15.91275454,1.124054276,4,0.2813,27.03419357,10.46809016,16.15044449,21,0.8,1.6,3541,7.65,7.7244513,6.206432468,490,107.6962963,10.57840091,12.6,0.475401196,12.94259259,0.1,0.307360496,7.9,1.11294727,348.2,343,264.6100578,20.65912292,1.528703704,5.948605888,7.5,0.531481481,16.23768468,2.837500189,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kfar_Vradim,9.92621456,6.7,3,3.878771627,16.43822995,14.49239383,5.643349852,171.0005784,0.6,6.281540564,23.75263635,2.291650357,-106,19.42522706,5.084984863,19.57649139,86,46.3,0.243422713,1.1,5.2,-0.881195227,9.88808147,23.78613503,1.059009735,156.7444782,99.8,24.19155758,14.85718477,6.153188245,1.131245357,9.371558401,2.376075991,1,0.6,5.463065614,3,4.494114953,65.7,0.2,0.2,4.365574055,111,8.073875778,2.653703704,149.0883932,53.7,8.364354172,92,1.1,1.223354686,7.435506113,16.51785298,2.690414096,3.94116546,0,5.047176852,4932,6.9,8.014023335,176.5466609,154.2695703,13.99857828,0.6,4.154649416,165.4544958,143.9072161,6.260245488,160.5445205,9.963023359,2.465503114,1.9,0.3323,24.58290057,14.24112297,15.06390101,42,1.1,8.7,2971,7.65,4.838782985,9.278412807,396,107.6962963,6.447916719,17.4,1.094489312,12.94259259,16.5,0.902272348,5.3,2.24840287,296.8,296,164.3445629,19.49952274,1.528703704,9.325808587,3.7,0.531481481,15.2780544,4.191880127,12.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Meitar,8.990526374,5.6,2,7.49145381,7.458740285,13.07839719,6.535412065,205.4971559,3.2,9.035628292,16.6516054,2.708383139,-60,17.83814372,6.486326816,17.9327751,39,57.1,0.441768384,0.5,8.8,-0.478264251,8.794590157,20.54540393,2.585378812,186.731358,99.2,20.97280536,15.25917224,6.374250175,3.042542438,9.250623482,2.28187807,1.4,0.4,3.822220302,4,6.856843379,65.1,0.7,0.8,5.6158888,125,3.74963111,4.6,178.5945776,52.1,3.709109175,94,0,1.25776341,9.610153303,20.91759042,4.747224459,3.968444248,0,5.171347212,5787,5.5,7.449921404,212.6877713,185.0907614,12.70579836,0,6.278042324,198.3065405,172.0983937,8.048240059,191.5562673,9.18860319,4.828448882,4.1,0.3829,21.40487614,12.89310991,14.80989821,32,1.6,16.9,4041,7.1,5.561530836,10.00213346,263,124.2,7.509293295,7.3,2.815202467,34.6,10.7,0.930964451,7.3,4.91056068,124.2,96,196.3811766,17.88571647,0,9.628419878,1.7,0.4,14.36547945,7.175872454,15.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lehavim,7.263889013,9.8,5,10.89503166,10.3161307,12.6740439,5.558861499,162.440176,1.3,14.29901366,23.75263635,0.611594411,156,15.2633318,4.954576895,15.35401049,71,36.1,0.533342363,3.1,3.6,0.692168121,6.907246495,13.50823955,4.149939248,162.824182,0.2,14.13367355,15.83919025,6.066483157,6.823729857,13.13320306,2.081193779,2.4,0.1,7.778114869,6,11.15223897,42.3,95.4,99.8,10.52356098,266,5.252141549,2.653703704,169.7165056,35.7,5.063989148,91,1.8,1.350434741,6.881052046,21.66300676,4.792307725,4.534687032,10,5.300585095,8794,7.1,11.89809933,167.4671465,174.5992518,12.56028048,1.2,4.427610593,157.4132055,164.8337593,5.917814471,166.308598,7.633782575,5.132674737,2.9,0.4126,14.78234553,12.61819964,15.7987745,58,1.5,18.4,5923,7.65,4.958180387,13.28558374,308,107.6962963,6.159542611,11,5.511217731,12.94259259,4.2,1.020650494,12.4,5.485688078,160.6,137,169.7930141,15.30949807,1.528703704,13.21078301,2.4,0.531481481,15.7598066,11.02128976,49.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gan_Ner,20.01261908,4.5,3,3.85027771,1.540650911,9.093391137,4.700587984,235.1713985,0.8,5.287507251,28.81898792,2.210879744,100,26.64612821,-2.982218011,17.70609749,177.7323232,57.5,0.404017272,10.5,1.5,-0.117954114,22.42917377,25.07955837,0.164104042,198.3731137,0,26.85917952,11.68642476,12.59113843,0.305157038,3.803231588,6.793385162,-,-,1.77618932,4.534391534,3.59113813,67.8,100,100,0.056945861,623.9951923,0.659067355,0,245.0607693,41.4,0.881583556,95.7,0,1.539360384,9.195172201,18.92121959,0.417894933,-2.036644232,11.9,5.277247099,11546,3.9,7.232819689,297.1332044,297.2728203,7.338057064,0,1.050215095,173.2095925,192.8487182,3.106477095,238.0550823,18.20601515,0.393513383,0.8,0.458,28.18961518,8.088962656,13.43591231,149.1640212,-,19.9,4777,3.8,-0.618628062,5.342382717,13,44.4,10.01980403,3,0.224444399,0.6,11.1,0.885083188,0,0.375285861,44.4,503.6444444,277.7370508,22.82171714,0,4.461657359,3.4,0,15.77606684,3.701994156,19.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nofit,6.497069175,10.3,5,13.58831187,3.242122625,10.67960601,3.988320308,128.8461183,0.4,15.30302769,12.52266021,2.210879744,-9,15.63808452,3.351301394,13.70633191,13,41,0.798815364,0.9,3,3.482471689,6.183177219,13.82286451,8.055129978,118.9761155,0,14.05838841,9.742060525,4.505481687,6.900687275,13.13112558,2.348162214,1.7,-,6.155374265,10,14.00541179,23.7,99,100,8.024483343,32,1.636043577,6.3,119.0584166,27.5,1.606079048,89.3,0,0.872293967,5.674078709,5.643365861,10.92285038,2.450207015,5.6,3.477844351,20251,9.6,14.53428091,136.3590763,126.4743644,8.614628072,0,2.95061179,121.3331603,111.6424688,4.512690051,124.2583475,6.816817396,10.3163012,1.3,0.603,14.29830646,9.656659567,9.807481723,24,0.4,49,10367,4.4,3.214311299,14.32446612,50,40.6,4.762329316,3,7.472573799,20.4,11.4,0.767159065,11.7,9.698435672,40.6,20,129.5405796,14.66328134,0,13.73331043,1.3,0,9.871704715,13.79493436,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SegevShalom,14.92709405,8.1,4,4.042733031,7.930712402,11.74078258,8.547355344,213.0848813,4.4,10.30931175,29.2533619,0.352703805,-35,17.16433225,7.019046726,17.84727228,29,54.3,0.328899868,1.6,0.3,-1.462221202,14.2177541,27.60257984,0.664464967,197.1094989,99.5,27.95516788,13.50021778,10.31605532,0.570066716,7.099912826,3.944044258,3.3,0.1,6.533043466,2,3.675600916,83.7,0.3,0.5,6.596974912,51,3.864296477,2.8,195.639354,58.5,4.066415925,90.3,2.1,0.440186139,11.35436953,17.52379748,2.166026592,5.525132542,0,7.920593929,4499,7.6,9.673853085,224.4875465,206.8302392,11.88555264,0.9,6.061969344,201.6822161,184.4484689,9.186708128,205.1286078,15.60117657,2.141663498,10.8,0.3349,28.29023069,11.81501239,14.04349634,28,7.4,10.4,3409,9.7,6.957248374,7.197594138,255,232,10.13746232,8.6,0.618468742,22.2,0.5,0.689400435,8.5,2.118511361,232,169,213.1477167,17.49709968,8.8,7.147508745,4.3,2,14.61519073,3.854488671,15.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zemer,15.6020956,8.2,4,3.307056157,2.673279984,10.70336501,6.920629394,216.4790658,0.7,5.462497085,28.2798661,0.392009655,7,17.33323951,5.546404152,15.81282899,15,34.5,0.208387906,2.6,0.4,-0.897635979,16.29101287,30.55066694,0.471805339,183.2282842,99.9,31.45358042,11.76233663,7.354968994,1.06777503,5.875744115,4.199936227,1.2,0.5,5.434983173,3,2.79331101,62.9,0.1,0.1,1.286493326,22,1.310469825,2.2,178.8375838,50.3,1.36281016,87.6,0,0.806882183,14.60968893,30.05774755,1.777181958,1.89096888,0,4.622968937,6090,11.2,10.96713323,239.1529046,194.7758847,12.82009426,0,5.959368572,193.805227,162.8992829,10.07804654,196.2687557,14.93963701,1.728667189,3.2,0.3758,32.32181644,11.78245143,13.65249374,6,0.8,14.4,3328,10.7,4.444113971,4.871969071,81,75.6,9.397144817,2.9,0.763955919,6,36,1.103586773,3.4,1.682015686,75.6,71,209.3092271,16.58791837,0,5.383683084,3.5,0.4,15.61814397,3.045154258,0.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GivatAvni,14.1124249,8.5,4,4.034144937,17.8456866,11.3202237,6.690879383,195.3606998,1.2,6.674816921,23.75263635,0.262804647,51,18.09077605,5.897217464,18.80787696,109,66.3,0.392791918,2.9,10.2,-0.94422252,14.00037142,27.34264946,0.581208011,178.2681115,99.8,27.50518258,14.86150118,7.079594193,1.281172461,7.076125229,3.568814078,0.6,0.8,7.350929158,3,3.422679883,89.3,0.1,0.2,4.646456268,153,8.685632699,2.653703704,168.3199196,52,9.160053896,92.1,1.7,0.739680636,8.454417957,26.60988497,2.045834765,4.71931982,0.1,5.899457007,5228,6.2,9.598223384,202.3474616,173.8894641,12.41264693,1.4,6.176397406,188.373938,162.750375,7.17581771,182.649445,14.21867487,1.856560974,3,0.3381,27.65929772,11.88095616,14.62258315,74,0.8,10,3369,7.65,5.800634666,6.797111208,592,107.6962963,7.581124101,19.1,0.921886084,12.94259259,0.2,1.137208306,5.7,1.677090127,472,470,187.0307785,18.43979457,1.528703704,6.940326963,1.7,0.531481481,14.37061509,3.72028462,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
YanuchGat,15.01078911,7.8,2,2.973562947,3.110822045,11.0761988,8.006982576,157.5315163,3.9,5.644881213,30.40996837,4.268123643,-13,17.64714581,5.321194376,17.57131328,15,49.4,0.404017272,1.9,0,-0.117954114,14.24360779,28.5685882,0.489224699,139.3359357,99.9,28.06558811,15.71186622,10.57448727,0.760728863,6.351546757,3.576394051,3.7,0.1,5.402448591,4.534391534,3.275560776,99.5,0.1,0.1,1.768643607,24,1.538475057,2.5,141.401131,51.2,1.572346989,92.2,4.3,1.330347401,12.67673781,30.14488713,1.977600882,3.619455375,0,7.096971324,5474,3.6,10.2423717,172.5100113,154.6605119,12.01941894,3,5.946818824,142.5530213,128.14175,8.998966095,149.2651418,15.7614436,1.569590415,7.5,0.3543,27.57342378,11.55294396,16.2821724,149.1640212,5.2,7.8,3204,16.5,5.493981634,5.963364477,92,94.6,10.51998352,3.1,0.623498655,7.8,0.2,0.969590026,3.7,1.170369421,94.6,79,159.1943479,17.60964239,0,6.159568962,3.4,0.4,16.86503476,3.126206001,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KasraSamia,12.83823103,6.9,3,5.396092925,17.16373983,12.87798426,6.496812794,171.5572098,2.3,6.056898405,23.75263635,0.783480343,-42,16.33799055,5.195753071,16.63959552,78,53.5,0.370834242,2,2.5,-1.00101418,12.38398242,24.10208031,1.277532733,154.6754022,99.8,24.59346572,15.66854476,7.824200491,1.473039093,7.679336579,3.049983249,1.8,0.6,5.811531609,2,4.673825017,66.6,0.1,0.2,4.138872609,219,8.428917202,2.653703704,144.7608614,51.5,8.734822626,93.3,1.6,1.207981967,7.415500036,20.80902633,2.789263928,5.474039185,0.1,6.649119838,5479,5.1,8.022460485,176.7924415,149.4482663,13.21462981,0.8,4.223903676,166.3219782,140.0734564,6.305626554,158.1801711,13.27657123,2.796726225,5.7,0.3503,25.06764214,13.04930702,15.94695992,82,2.1,10,3759,7.65,5.686583488,8.102482109,490,107.6962963,7.3070421,22.3,1.37354368,12.94259259,21.7,0.672376504,5.1,2.803927181,404.8,349,161.6849399,16.48610532,1.528703704,7.887138531,3.8,0.531481481,16.23547943,5.028522563,9.3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lapid,14.22043828,9.6,4,3.866224781,17.57353716,11.77058975,7.556190289,229.1574691,2.3,5.582796171,23.75263635,3.232935336,-4,18.88483683,8.040411703,18.3761737,93,57.6,0.396145785,2.7,3.6,-1.358036882,14.36986873,26.78851783,0.625886388,204.0418594,99.8,26.97541414,15.14666026,7.091884341,0.994100986,7.270353388,3.80934782,1.2,0.4,8.437935178,2,3.668582611,77.8,0.1,0.2,3.733168884,169,8.551087648,2.653703704,191.9977616,50.9,9.022449512,90.9,1.8,1.537088638,11.26073648,30.50270256,1.993066257,4.74775529,0,5.919819815,5611,7.3,10.79603651,236.9286602,198.1982564,11.37020246,1.2,7.22864341,221.3862781,185.7972668,9.65057409,208.863387,14.07881456,1.895030841,3.7,0.355,27.15254639,11.56502646,14.70705983,74,1.2,8.6,3219,7.65,6.592132747,7.598230676,686,107.6962963,8.52024783,18.9,0.805055514,12.94259259,1.6,0.979976439,4.7,1.802117111,480.4,494,213.6849146,18.63732701,1.528703704,7.429894828,2.5,0.531481481,14.24322729,3.764753092,17.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matan,14.22249297,3.9,3,4.276456171,2.251206426,12.61266681,7.763846846,286.6294802,2.3,9.378977697,27.54078848,4.395628956,-16,19.20228412,7.315296433,18.75703997,177.7323232,62.9,0.404017272,1.6,7.8,-0.117954114,13.95025135,26.13475745,0.457017495,221.5407095,99.4,26.45615578,13.37467837,7.550755475,0.970352647,8.624834142,3.691036612,2.2,,1.723571021,4.534391534,3.219424003,81.3,0.6,0.6,3.46462044,17,1.124555417,2.3,198.6866138,54.5,1.126651009,92.1,0,2.18146864,20.57214422,17.67251484,2.115529477,1.583222922,0,4.566989199,4517,7.5,6.018364463,314.0215738,215.471695,11.65784242,0,4.932121098,259.2373866,181.9015327,13.94372032,235.8928173,14.49422821,2.154168136,2.7,0.2926,26.77695631,12.1348102,13.4641328,149.1640212,2.3,4.4,2803,11.6,4.779520197,7.629192189,62,62,10.7481735,2.5,0.713446146,5.2,0.1,0.885083188,6.4,2.192734926,62,54,250.244925,18.97986928,0,8.127476575,6.8,0.2,13.55375393,3.747448105,10.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BetHefer,11.94253568,7.8,3,4.877023755,14.61271455,12.72905518,7.88161554,210.6128324,0.7,6.588543452,23.75263635,0.700376518,66,19.04126969,6.754344218,18.6297516,76,50,0.456902003,2.6,3.9,-0.439088977,11.88304758,24.31001406,0.867941287,188.2398902,99.8,24.31460028,14.91408721,8.949552219,1.047387654,9.281873166,3.15867275,1.2,0.3,6.532372576,4,3.955173181,67.6,0.1,0.2,4.451865255,147,7.17695228,2.653703704,176.7079282,47.3,7.435762265,93.1,1.4,1.525810863,9.808160141,23.93370781,2.602218224,6.052322154,0,7.500937187,6171,5.5,9.035809242,217.9390642,183.1622118,13.25607387,1.5,4.698191389,203.2866007,170.2536447,8.281252179,193.0928152,11.99995323,2.481305613,1.4,0.3562,24.31902687,12.99723162,14.98043828,70,0.8,14.6,3788,7.65,6.830514557,8.872319893,396,107.6962963,8.932716523,15.5,0.956075358,12.94259259,20.5,0.901673095,5.5,2.364601501,352,319,197.9457401,18.8391549,1.528703704,9.080723387,2.4,0.531481481,15.04918206,4.407934888,7.9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
