,semel,shem_eretz,uc2010,Jewso10,Arabs10,Olim10,AhuzGidulShnati10,ribuitivishnati10,Ledot10,p0509_0_4,p0509_5_14,p0509_15_24,p0509_25_34,p0509_35_44,p0509_45_54,p0509_55_64,p0509_65_74,p0509_75p,e0,RPiryon0509_15_19,RPiryon0509_20_24,RPiryon0509_25_29,RPiryon0509_30_34,RPiryon0509_35_39,RPiryon0509_40_44,RPiryon0509_tot,Rabort0509_15_49,Rabort_up,Rabort_dn
47,,,8.2,96.9,3.1,17.7,2.7,168.0,,10.9903596006,18.8459954069,16.8373893587,14.6580822837,11.7479477644,10.5320051604,7.77925660978,5.27667327561,3.33229053987,,,,,,,,3.43978178001,15.5,17.9987675232,12.9934320482
48,,,5.0,0.3,99.7,0.1,2.6,133.0,,14.2569702594,24.9843843311,16.3852817123,16.2436513183,12.9103147041,7.43552384936,4.38379585287,2.46072321864,0.939354753901,,,,,,,,3.70979494115,13.7,16.6411076691,10.8108411655
49,,,9.4,99.9,0.1,3.3,3.2,304.0,,15.5131932272,27.6577471276,19.3468747145,12.0751904022,9.17189013972,7.6631141611,4.71079707697,2.30102041376,1.56017273684,,,,,,,,5.32917528305,2.4,3.40255064765,1.4299513362
50,,,6.9,1.0,99.0,0.0,2.5,140.0,,13.0454041469,25.2013141151,17.4944730998,15.3913786302,13.5574137642,7.67680530213,3.94223163667,2.50496802707,1.18601127795,,,,,,,,3.11392851524,8.3,10.257460532,6.33101549302
51,,,5.7,0.1,99.9,0.0,1.7,104.0,,12.9326086871,25.0692635879,20.2666632651,17.4523708842,11.6287552138,6.98948726996,3.23754714655,1.51079513877,0.912508806491,,,,,,,,2.94979960769,7.4,9.44428471502,5.41934447107
52,,,6.5,0.3,99.7,0.1,2.5,158.0,,13.589782562,26.3644535419,19.5959823109,16.0130150148,11.5622698746,6.56543950146,3.48509377028,1.80063532429,1.0233280998,,,,,,,,3.47259578591,7.8,9.67401263743,5.82978954787
53,,,4.4,0.6,99.4,0.0,2.4,113.0,,14.9818316746,26.8079271063,19.4704435358,14.2760185383,11.3219729779,7.27160740505,3.17503167519,1.72607664536,0.969090441587,,,,,,,,4.04314969149,7.9,10.2917453247,5.43666460578
54,,,7.7,0.2,99.8,0.0,2.5,202.0,,13.759389688,25.8199375117,20.4753612778,14.4716278792,11.7456373106,7.41422835624,3.47920256222,1.79532616834,1.03928924588,,,,,,,,3.5804956089,3.4,4.55906138645,2.18794625909
55,,,9.8,0.1,99.9,0.0,3.7,372.0,,20.4112518171,28.525833568,18.6920672247,14.4965072988,8.79133665474,4.22107752268,2.97603111337,1.24249455051,0.64340025004,,,,,,,,6.07301544795,7.0,8.6746676635,5.35236563482
56,,,6.9,99.6,0.4,51.7,0.7,38.0,,6.44973325765,14.4226127044,13.662570347,12.6242553861,13.7900135771,13.2765597689,10.0393734992,7.99279009603,7.74209136362,,,,,,,,1.76945588445,12.4,14.6793240585,10.0451701723
57,,,2.2,100.0,0.0,4.7,-0.2,48.0,,8.137976667,21.5924670626,41.289420684,5.95547940774,7.53445711612,9.11334251479,4.13663746124,1.48347402612,0.756745060357,,,,,,,,5.26679735094,3.2,5.50170444842,0.823409639322
58,,,6.2,99.9,0.1,9.2,6.4,81.0,,11.5881552623,23.6310554834,14.9393461977,10.772140406,18.2626082643,12.3567026875,5.62099079145,2.11593202335,0.713068883944,,,,,,,,2.57726146222,11.7,14.4806642178,8.91207746222
59,,,2.6,100.0,0.0,16.1,9.5,129.0,,14.4586800472,27.7808148487,21.5965087449,11.3226289504,9.22690240334,8.47976269589,4.29601683105,1.54249247301,1.29619300547,,,,,,,,5.53070281529,0.0,0.901989988385,-0.292475789282
60,,,4.2,100.0,0.0,12.0,3.5,27.0,,5.86369753881,17.5453698682,17.0979003434,8.97437189284,13.0704618234,16.4727533277,12.3374660042,6.23478681409,2.40319238741,,,,,,,,2.00420554937,10.3,12.9792291488,7.57501014712
61,,,9.3,100.0,0.0,7.4,-1.6,82.0,,5.6023089285,20.7520643237,19.6295746847,8.72955295269,15.9108841073,16.4547679753,9.73303036225,2.06077708618,1.1270395793,,,,,,,,1.62823355809,5.5,6.61783579758,4.29125869363
62,,,2.7,1.0,99.0,0.0,2.7,64.0,,17.3150562261,31.1318722853,16.262139,15.4778322051,9.75820537385,5.10365975213,3.42971359783,1.41181576089,0.109705798826,,,,,,,,4.13071135237,9.1,12.828762488,5.40918870074
63,,,3.3,96.4,3.6,20.1,-3.6,64.0,,10.5542431581,20.8084111641,13.0814780235,13.596582702,18.620126713,12.2376361205,6.45770941479,3.03782127323,1.60599143086,,,,,,,,2.55284943063,10.8,13.7504732557,7.9420304496
64,,,5.6,98.9,1.1,4.3,1.9,45.0,,7.51427601094,18.6629787866,16.4151930399,10.8818239744,14.0990608632,15.0584077081,10.7627399646,3.90692382931,2.69859582296,,,,,,,,1.99967570618,10.6,12.9790704899,8.182973632
65,,,6.3,99.4,0.6,3.6,3.4,97.0,,7.73433511376,19.7739772485,17.1251855339,10.7456788975,14.3127850013,13.9167184428,10.14742036,4.39317161812,1.85072778408,,,,,,,,2.44927413814,10.7,12.9484514733,8.51351177628
66,,,5.9,99.1,0.9,3.9,2.1,64.0,,6.9497789893,19.8063289702,18.5800572718,9.69712424078,14.533912313,15.1782538037,10.9473996175,3.59559432319,0.711550470492,,,,,,,,2.23689431366,8.7,10.8481868674,6.56659893748
67,,,2.4,99.8,0.2,4.5,0.3,33.0,,9.4183066134,25.6733208898,17.5811509323,9.76503434724,19.2042872113,13.5066255993,3.85002641267,0.774178742945,0.227069251006,,,,,,,,1.91882742421,11.4,14.8401861191,7.97850652346
